NumOfReceived,PRR,packetLoss,PLR,throughput,IPI,Density,COR
534,0.9128205128,51,0.0871794872,12208.4392093,64,10,0
515,0.8940972222,61,0.1059027778,11781.9474942,64,10,0
512,0.884283247,67,0.115716753,11713.3147903,64,10,0
573,0.9301948052,43,0.0698051948,13108.8464352,64,10,0
522,0.9046793761,55,0.0953206239,11942.0904698,64,10,0
580,0.9430894309,35,0.0569105691,13268.9894109,64,10,0
552,0.9822064057,10,0.0177935943,12628.4175083,64,10,0
560,1,0,0,12811.4380519,64,10,0
560,1,0,0,12811.4380519,64,10,0
561,0.9982206406,1,0.0017793594,12834.3156198,64,10,0
535,0.9536541889,26,0.0463458111,12244.9698923,64,10,0
540,0.9608540925,22,0.0391459075,12345.6126836,64,10,0
561,1,0,0,12825.7198435,64,10,0
561,1,0,0,12825.7198435,64,10,0
560,1,0,0,12808.5766229,64,10,0
507,1,0,0,12866.6046515,64,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1120,1,0,0,25680.2456315,32,10,0
1115,0.9964253798,4,0.0035746202,25565.6016778,32,10,0
1079,0.9423580786,66,0.0576419214,24734.627137,16,10,0
1104,0.9848349688,17,0.0151650312,25313.3849797,16,10,0
1120,1,0,0,25680.2456315,16,10,0
399,1,0,0,9148.58750624,16,10,0
858,1,0,0,19668.4986872,16,10,0
127,1,0,0,26114.0092407,16,10,0
1000,0.9328358209,72,0.0671641791,33862.4911958,16,10,0
1000,0.8084074373,237,0.1915925627,28951.063872,16,10,0
541,0.9107744108,53,0.0892255892,12371.2368058,16,10,0
959,0.9159503343,88,0.0840496657,22976.4822886,16,10,0
599,0.9983333333,1,0.0016666667,13697.5431547,16,10,0
901,0.9836244541,15,0.0163755459,25112.2876012,16,10,0
858,0.9727891156,24,0.0272108844,19615.8068195,16,10,0
642,0.9625187406,25,0.0374812594,20797.5066316,8,10,0
500,0.9140767825,47,0.0859232176,46757.8350935,8,10,0
500,0.9727626459,14,0.0272373541,49951.2226311,8,10,0
840,0.9870740306,11,0.0129259694,19204.2863967,8,10,0
660,0.9954751131,3,0.0045248869,18577.2578898,8,10,0
